n_steps,time,mean_reward
98,0h1min9s,0.39
195,0h2min16s,0.41
287,0h3min26s,0.47
335,0h5min44s,0.48
432,0h6min49s,0.5
534,0h7min56s,0.5
598,0h8min58s,0.51
673,0h9min59s,0.53
744,0h11min0s,0.53
821,0h12min5s,0.55
923,0h13min12s,0.56
1029,0h14min22s,0.6
1036,0h15min41s,0.6
1108,0h16min45s,0.63
1231,0h17min48s,0.65
1408,0h18min50s,0.67
1563,0h19min58s,0.7
1748,0h21min2s,0.74
1912,0h22min2s,0.76
2110,0h23min6s,0.77
2226,0h24min7s,0.78
2417,0h25min8s,0.79
2622,0h26min9s,0.81
2811,0h27min12s,0.82
3054,0h28min16s,0.82
3276,0h29min18s,0.84
3537,0h30min19s,0.86
3786,0h31min21s,0.89
4056,0h32min24s,0.88
4286,0h33min24s,0.9
4603,0h34min27s,0.9
4919,0h35min28s,0.9
5241,0h36min30s,0.91
5588,0h37min36s,0.92
5951,0h38min36s,0.92
6318,0h39min39s,0.93
6671,0h40min39s,0.91
7026,0h41min42s,0.91
7364,0h42min43s,0.91
7682,0h43min44s,0.9
7945,0h44min45s,0.91
8326,0h45min47s,0.92
8722,0h46min47s,0.94
9102,0h47min48s,0.95
9419,0h48min48s,0.94
9812,0h49min50s,0.94
10194,0h50min51s,0.94
10540,0h51min52s,0.93
10801,0h52min52s,0.93
11162,0h53min55s,0.93
11494,0h54min58s,0.93
11951,0h56min1s,0.93
12355,0h57min2s,0.95
12778,0h58min3s,0.95
13359,0h59min4s,0.97
13977,1h0min7s,0.97
14430,1h1min9s,0.96
14880,1h2min12s,0.95
15515,1h3min12s,0.96
16256,1h4min12s,0.97
16944,1h5min13s,0.97
18212,1h6min13s,0.99
19646,1h7min13s,0.99
21458,1h8min13s,0.98
23194,1h9min14s,0.99
24738,1h10min14s,0.98
27492,1h11min15s,1.0
28746,1h12min15s,0.99
30806,1h13min16s,0.99
34142,1h14min16s,0.99
37858,1h15min16s,1.0
