n_steps,time,mean_reward
44,0h1min6s,0.57
132,0h2min11s,0.49
235,0h3min21s,0.58
361,0h4min24s,0.62
429,0h5min30s,0.62
535,0h6min52s,0.64
658,0h7min56s,0.66
755,0h8min57s,0.67
865,0h10min4s,0.69
953,0h11min15s,0.7
1040,0h12min19s,0.71
1247,0h13min20s,0.75
1425,0h14min21s,0.77
1623,0h15min21s,0.79
1803,0h16min31s,0.8
1968,0h17min32s,0.81
2123,0h18min34s,0.82
2366,0h19min37s,0.83
2567,0h20min39s,0.84
2776,0h21min40s,0.85
3001,0h22min43s,0.87
3257,0h23min45s,0.88
3484,0h24min45s,0.89
3655,0h25min50s,0.9
3920,0h27min9s,0.9
4229,0h28min13s,0.9
4508,0h29min17s,0.92
4812,0h30min17s,0.92
5173,0h31min20s,0.92
5510,0h32min24s,0.94
5882,0h33min26s,0.95
6245,0h34min30s,0.95
6581,0h35min30s,0.95
7014,0h36min34s,0.95
7447,0h37min36s,0.96
7894,0h38min38s,0.96
8322,0h39min39s,0.97
8791,0h40min40s,0.96
9323,0h41min41s,0.96
10011,0h42min42s,0.97
10573,0h43min44s,0.98
11239,0h44min49s,0.97
11966,0h45min50s,0.97
12650,0h46min50s,0.97
13169,0h47min51s,0.97
13736,0h48min51s,0.97
14349,0h49min54s,0.96
14959,0h50min55s,0.97
15587,0h51min55s,0.98
16349,0h52min56s,0.99
16946,0h53min56s,0.99
17556,0h54min57s,0.99
18379,0h55min57s,0.99
19292,0h56min57s,0.99
20274,0h57min59s,0.97
20942,0h59min1s,0.97
22001,1h0min1s,0.98
23224,1h1min2s,0.98
24595,1h2min2s,0.98
26087,1h3min3s,0.99
28303,1h4min3s,0.99
30965,1h5min3s,0.99
34309,1h6min4s,0.99
36672,1h7min5s,1.0
39023,1h8min6s,0.99
42215,1h9min6s,1.0
44607,1h10min7s,0.99
47239,1h11min7s,1.0
51084,1h12min8s,0.99
53465,1h13min8s,1.0
58405,1h14min8s,0.99
63695,1h15min8s,0.99
