n_steps,time,mean_reward
58,0h1min22s,0.8
156,0h2min24s,0.7
235,0h3min28s,0.59
330,0h4min29s,0.61
479,0h5min40s,0.65
622,0h6min52s,0.69
765,0h7min58s,0.7
909,0h9min10s,0.71
1105,0h10min12s,0.73
1296,0h11min13s,0.75
1489,0h12min14s,0.8
1720,0h13min19s,0.83
1928,0h14min22s,0.83
2127,0h15min25s,0.86
2349,0h16min26s,0.87
2553,0h17min28s,0.88
2758,0h18min31s,0.89
3023,0h19min34s,0.9
3285,0h20min39s,0.92
3559,0h21min39s,0.91
3822,0h22min42s,0.9
4149,0h23min44s,0.91
4413,0h24min47s,0.91
4685,0h25min50s,0.91
4959,0h26min53s,0.92
5274,0h27min53s,0.92
5600,0h28min55s,0.92
5939,0h29min58s,0.92
6245,0h31min1s,0.92
6504,0h32min2s,0.93
6778,0h33min4s,0.93
7058,0h34min5s,0.94
7343,0h35min7s,0.94
7639,0h36min9s,0.94
7943,0h37min9s,0.94
8255,0h38min10s,0.95
8596,0h39min11s,0.95
8966,0h40min12s,0.96
9226,0h41min14s,0.96
9580,0h42min15s,0.96
9951,0h43min17s,0.96
10409,0h44min19s,0.96
10822,0h45min19s,0.97
11300,0h46min20s,0.97
11732,0h47min20s,0.97
12231,0h48min23s,0.97
12799,0h49min24s,0.98
13337,0h50min26s,0.98
13905,0h51min28s,0.99
14473,0h52min28s,0.99
14979,0h53min30s,0.99
15470,0h54min32s,0.98
16128,0h55min32s,0.99
16724,0h56min33s,0.98
17199,0h57min34s,0.98
17826,0h58min35s,0.98
18498,0h59min37s,0.98
19263,1h0min39s,0.99
19830,1h1min39s,0.99
20805,1h2min41s,0.99
21509,1h3min42s,0.99
22334,1h4min43s,0.99
22962,1h5min44s,0.99
23487,1h6min47s,1.0
23891,1h7min47s,0.99
24534,1h8min48s,0.99
25163,1h9min48s,0.99
25822,1h10min48s,0.99
26296,1h11min49s,0.99
26933,1h12min50s,0.98
27707,1h13min53s,0.98
28422,1h14min53s,0.98
29693,1h15min54s,0.98
