n_steps,time,mean_reward
126,0h1min18s,0.68
186,0h2min23s,0.58
251,0h3min34s,0.6
378,0h4min35s,0.64
517,0h5min53s,0.65
604,0h6min54s,0.66
736,0h7min55s,0.65
836,0h8min57s,0.67
934,0h10min3s,0.67
1071,0h11min27s,0.67
1206,0h12min30s,0.69
1356,0h13min43s,0.7
1502,0h14min49s,0.7
1669,0h15min49s,0.7
1832,0h16min50s,0.73
2000,0h17min51s,0.74
2231,0h18min55s,0.74
2455,0h19min58s,0.75
2677,0h20min59s,0.79
2931,0h22min0s,0.81
3197,0h23min3s,0.82
3419,0h24min4s,0.85
3667,0h25min6s,0.86
3958,0h26min17s,0.87
4253,0h27min22s,0.88
4500,0h28min22s,0.88
4805,0h29min26s,0.87
5091,0h30min26s,0.88
5351,0h31min30s,0.88
5593,0h32min30s,0.89
5883,0h33min31s,0.89
6177,0h34min31s,0.9
6499,0h35min34s,0.91
6854,0h36min35s,0.92
7220,0h37min38s,0.93
7552,0h38min39s,0.94
7808,0h39min41s,0.93
8145,0h40min45s,0.92
8587,0h41min46s,0.92
9001,0h42min48s,0.92
9614,0h43min51s,0.93
10298,0h44min52s,0.95
10741,0h45min52s,0.95
11342,0h46min52s,0.95
11995,0h47min54s,0.96
12599,0h48min56s,0.96
13248,0h49min56s,0.97
14150,0h50min57s,0.97
14861,0h51min57s,0.95
15891,0h52min58s,0.98
17007,0h53min58s,0.98
17846,0h54min59s,0.98
18999,0h56min0s,0.98
20168,0h57min0s,0.98
21540,0h58min2s,0.99
22882,0h59min2s,0.99
24067,1h0min2s,1.0
25578,1h1min2s,0.99
26885,1h2min3s,0.99
28837,1h3min4s,0.99
31246,1h4min4s,0.99
34336,1h5min4s,1.0
36434,1h6min5s,1.0
38281,1h7min5s,1.0
41095,1h8min5s,0.99
44343,1h9min5s,0.99
47998,1h10min5s,1.0
52462,1h11min5s,1.0
55806,1h12min6s,1.0
58577,1h13min6s,1.0
60475,1h14min6s,1.0
62737,1h15min8s,0.99
