n_steps,time,mean_reward
106,0h1min0s,0.57
228,0h2min3s,0.57
334,0h3min3s,0.57
427,0h4min4s,0.58
579,0h5min14s,0.59
667,0h6min18s,0.6
757,0h7min55s,0.61
875,0h8min59s,0.63
1036,0h10min4s,0.64
1153,0h11min5s,0.66
1333,0h12min7s,0.69
1505,0h13min9s,0.72
1719,0h14min10s,0.76
1918,0h15min11s,0.78
2133,0h16min16s,0.8
2286,0h17min18s,0.81
2465,0h18min22s,0.82
2648,0h19min26s,0.85
2853,0h20min28s,0.87
3061,0h21min31s,0.87
3260,0h22min33s,0.88
3480,0h23min37s,0.89
3679,0h24min37s,0.9
3903,0h25min40s,0.91
4118,0h26min41s,0.9
4337,0h27min42s,0.89
4577,0h28min45s,0.9
4786,0h29min48s,0.89
4955,0h30min51s,0.88
5121,0h31min52s,0.88
5305,0h32min55s,0.88
5564,0h33min57s,0.88
5806,0h34min59s,0.88
6014,0h36min2s,0.89
6274,0h37min2s,0.89
6510,0h38min5s,0.9
6726,0h39min6s,0.9
6972,0h40min6s,0.9
7228,0h41min7s,0.89
7518,0h42min10s,0.9
7825,0h43min11s,0.91
8126,0h44min11s,0.9
8405,0h45min12s,0.91
8696,0h46min13s,0.92
8987,0h47min16s,0.92
9286,0h48min17s,0.93
9603,0h49min18s,0.93
9881,0h50min20s,0.94
10219,0h51min20s,0.94
10543,0h52min22s,0.95
10897,0h53min23s,0.95
11247,0h54min23s,0.94
11615,0h55min25s,0.92
12044,0h56min25s,0.92
12542,0h57min29s,0.93
12971,0h58min31s,0.94
13420,0h59min32s,0.93
13908,1h0min33s,0.92
14384,1h1min34s,0.93
14797,1h2min35s,0.95
15262,1h3min37s,0.95
15631,1h4min38s,0.95
16041,1h5min40s,0.95
16401,1h6min41s,0.94
16846,1h7min42s,0.95
17343,1h8min44s,0.94
17802,1h9min46s,0.96
18211,1h10min46s,0.95
18673,1h11min47s,0.96
19163,1h12min47s,0.96
19679,1h13min50s,0.97
20401,1h14min51s,0.96
21347,1h15min51s,0.96
