n_steps,time,mean_reward,mean_length
500,0h0min12s,0.0,500.0
1000,0h0min25s,0.0,500.0
1500,0h0min47s,0.0,500.0
2000,0h1min12s,0.0,500.0
2500,0h1min37s,0.0,500.0
3000,0h2min2s,0.0,500.0
3500,0h2min26s,0.0,500.0
4000,0h2min51s,0.0,500.0
4500,0h3min16s,0.0,500.0
5000,0h3min42s,0.0,500.0
5500,0h4min7s,0.0,500.0
6000,0h4min31s,0.0,500.0
6500,0h4min56s,0.0,500.0
7000,0h5min21s,0.0,500.0
7500,0h5min47s,0.0,500.0
8000,0h6min12s,0.0,500.0
8500,0h6min37s,0.0,500.0
9000,0h7min1s,0.0,500.0
9500,0h7min27s,0.0,500.0
10000,0h7min53s,0.0,500.0
10500,0h8min18s,0.0,500.0
11000,0h8min43s,0.0,500.0
11500,0h9min8s,0.0,500.0
12000,0h9min34s,0.0,500.0
12500,0h9min59s,0.0,500.0
13000,0h10min25s,0.0,500.0
13500,0h10min50s,0.0,500.0
14000,0h11min15s,0.0,500.0
14500,0h11min40s,0.0,500.0
15000,0h12min5s,0.0,500.0
15500,0h12min30s,0.0,500.0
16000,0h12min55s,0.0,500.0
16500,0h13min21s,0.0,500.0
17000,0h13min46s,0.0,500.0
17500,0h14min12s,0.0,500.0
18000,0h14min37s,0.0,500.0
18500,0h15min2s,0.0,500.0
19000,0h15min28s,0.0,500.0
19500,0h15min54s,0.0,500.0
20000,0h16min19s,0.0,500.0
20500,0h16min44s,0.0,500.0
21000,0h17min10s,0.0,500.0
21500,0h17min35s,0.0,500.0
22000,0h18min1s,0.0,500.0
22500,0h18min27s,0.0,500.0
23000,0h18min53s,0.0,500.0
23500,0h19min18s,0.0,500.0
24000,0h19min44s,0.0,500.0
24500,0h20min11s,0.0,500.0
25000,0h20min36s,0.0,500.0
25500,0h21min2s,0.0,500.0
26000,0h21min27s,0.0,500.0
26500,0h21min53s,0.0,500.0
27000,0h22min18s,0.0,500.0
27500,0h22min44s,0.0,500.0
28000,0h23min9s,0.0,500.0
28500,0h23min35s,0.0,500.0
29000,0h24min1s,0.0,500.0
29500,0h24min27s,0.0,500.0
30000,0h24min52s,0.0,500.0
30500,0h25min19s,0.0,500.0
31000,0h25min45s,0.0,500.0
31500,0h26min10s,0.0,500.0
32000,0h26min36s,0.0,500.0
32500,0h27min1s,0.0,500.0
33000,0h27min27s,0.0,500.0
33500,0h27min53s,0.0,500.0
34000,0h28min19s,0.0,500.0
34500,0h28min45s,0.0,500.0
35000,0h29min11s,0.0,500.0
35500,0h29min37s,0.0,500.0
36000,0h30min3s,0.0,500.0
36500,0h30min30s,0.0,500.0
37000,0h30min56s,0.0,500.0
37500,0h31min22s,0.0,500.0
38000,0h31min48s,0.0,500.0
38500,0h32min15s,0.0,500.0
39000,0h32min40s,0.0,500.0
39500,0h33min7s,0.0,500.0
40000,0h33min33s,0.0,500.0
40500,0h33min59s,0.0,500.0
41000,0h34min24s,0.0,500.0
41500,0h34min51s,0.0,500.0
42000,0h35min17s,0.0,500.0
42500,0h35min43s,0.0,500.0
43000,0h36min9s,0.0,500.0
43500,0h36min35s,0.0,500.0
44000,0h37min1s,0.0,500.0
44500,0h37min27s,0.0,500.0
45000,0h37min54s,0.0,500.0
45500,0h38min20s,0.0,500.0
46000,0h38min46s,0.0,500.0
46500,0h39min13s,0.0,500.0
47000,0h39min40s,0.0,500.0
47500,0h40min6s,0.0,500.0
48000,0h40min32s,0.0,500.0
48500,0h40min59s,0.0,500.0
49000,0h41min26s,0.0,500.0
49500,0h41min52s,0.0,500.0
50000,0h42min18s,0.0,500.0
50500,0h42min45s,0.0,500.0
51000,0h43min11s,0.0,500.0
51500,0h43min38s,0.0,500.0
52000,0h44min6s,0.0,500.0
52500,0h44min33s,0.0,500.0
53000,0h45min0s,0.0,500.0
53500,0h45min28s,0.0,500.0
54000,0h45min56s,0.0,500.0
54500,0h46min23s,0.0,500.0
55000,0h46min50s,0.0,500.0
55500,0h47min17s,0.0,500.0
56000,0h47min44s,0.0,500.0
56500,0h48min11s,0.0,500.0
57000,0h48min39s,0.0,500.0
57500,0h49min6s,0.0,500.0
