n_steps,time,mean_reward
271,0h1min3s,0.18
3552,0h2min23s,0.23
6692,0h3min41s,0.24
9738,0h5min14s,0.24
12739,0h7min15s,0.25
16640,0h8min46s,0.26
20228,0h9min59s,0.28
21145,0h11min2s,0.29
27279,0h12min34s,0.29
27785,0h13min38s,0.29
28400,0h14min43s,0.29
31781,0h16min13s,0.29
35068,0h17min15s,0.29
41097,0h18min28s,0.29
47195,0h19min49s,0.29
47835,0h20min50s,0.29
53861,0h22min4s,0.29
57209,0h23min4s,0.3
60814,0h24min4s,0.3
63940,0h25min6s,0.3
67194,0h26min21s,0.31
72794,0h27min47s,0.31
73329,0h28min48s,0.31
76465,0h29min53s,0.31
80164,0h31min19s,0.31
83856,0h32min35s,0.31
84255,0h33min36s,0.32
89283,0h34min53s,0.33
92737,0h36min24s,0.34
96051,0h37min49s,0.35
99244,0h38min49s,0.35
105246,0h39min59s,0.35
105951,0h41min6s,0.36
109457,0h42min9s,0.37
112912,0h43min38s,0.37
116254,0h44min40s,0.37
119505,0h45min42s,0.38
125596,0h47min0s,0.39
128862,0h48min1s,0.39
132028,0h49min4s,0.39
135209,0h50min7s,0.39
138420,0h51min9s,0.4
