n_steps,time,mean_reward
3267,0h2min55s,0.26
6306,0h4min46s,0.28
6555,0h5min49s,0.23
9616,0h7min23s,0.25
9859,0h8min26s,0.22
10354,0h9min28s,0.22
13520,0h10min39s,0.22
16521,0h12min35s,0.22
19832,0h13min47s,0.23
23004,0h14min52s,0.23
23273,0h15min52s,0.22
26392,0h16min57s,0.22
32531,0h18min34s,0.22
32907,0h19min36s,0.22
36155,0h22min5s,0.22
39282,0h23min9s,0.22
42325,0h25min7s,0.22
43496,0h26min9s,0.22
46914,0h27min40s,0.23
47873,0h28min44s,0.23
51142,0h30min51s,0.23
51523,0h31min55s,0.24
54804,0h32min59s,0.25
58105,0h34min35s,0.25
61677,0h36min28s,0.26
64797,0h37min34s,0.26
67798,0h39min32s,0.26
69826,0h40min35s,0.26
71021,0h41min56s,0.28
74559,0h43min41s,0.28
77560,0h45min6s,0.28
78854,0h46min13s,0.29
80297,0h47min14s,0.29
86299,0h48min31s,0.29
89300,0h50min18s,0.3
