n_steps,time,mean_reward,mean_length
217,0h0min1s,0.2,21.7
1102,0h0min6s,0.3,55.1
1487,0h0min13s,0.29,49.57
1859,0h0min19s,0.29,46.48
2220,0h0min26s,0.28,44.4
2587,0h0min33s,0.28,46.8
3296,0h0min46s,0.27,44.98
3629,0h0min53s,0.25,42.49
4211,0h1min4s,0.24,46.43
4697,0h1min14s,0.23,49.0
5141,0h1min23s,0.23,50.61
5534,0h1min30s,0.2,44.69
5818,0h1min36s,0.2,43.02
6314,0h1min47s,0.2,41.63
6952,0h1min58s,0.2,45.55
7584,0h2min10s,0.2,49.14
8210,0h2min22s,0.22,53.18
8638,0h2min30s,0.22,56.27
9208,0h2min43s,0.23,58.71
9960,0h2min56s,0.24,60.94
10511,0h3min9s,0.22,57.82
11060,0h3min21s,0.21,56.75
11533,0h3min31s,0.22,57.82
12007,0h3min42s,0.2,56.84
12536,0h3min53s,0.21,52.47
12981,0h4min2s,0.21,48.69
13581,0h4min14s,0.2,50.02
14075,0h4min24s,0.2,50.25
14578,0h4min35s,0.2,50.78
15355,0h4min51s,0.21,57.24
15744,0h5min0s,0.22,56.14
16529,0h5min15s,0.23,58.25
16910,0h5min24s,0.23,55.82
17598,0h5min38s,0.24,59.59
18086,0h5min47s,0.22,54.65
18670,0h6min0s,0.22,59.33
19089,0h6min10s,0.24,52.16
19855,0h6min25s,0.22,58.1
20411,0h6min37s,0.25,57.57
20888,0h6min47s,0.26,55.43
21586,0h7min2s,0.27,59.14
21901,0h7min9s,0.26,55.55
22481,0h7min20s,0.27,53.61
23055,0h7min32s,0.25,52.27
23706,0h7min45s,0.26,55.98
24160,0h7min55s,0.24,52.43
24596,0h8min4s,0.24,53.16
25123,0h8min14s,0.25,52.73
25665,0h8min25s,0.25,53.04
26074,0h8min33s,0.25,48.69
26623,0h8min44s,0.25,48.51
27345,0h8min59s,0.27,55.86
27758,0h9min8s,0.25,52.22
28426,0h9min22s,0.26,54.35
28955,0h9min33s,0.28,57.1
29654,0h9min45s,0.27,59.82
30102,0h9min56s,0.26,54.76
30836,0h10min10s,0.27,62.31
31247,0h10min20s,0.25,58.18
31663,0h10min28s,0.25,53.9
32093,0h10min38s,0.24,48.29
32613,0h10min50s,0.25,50.53
33190,0h11min3s,0.23,46.35
33639,0h11min12s,0.24,47.39
34389,0h11min27s,0.23,54.41
34903,0h11min37s,0.21,57.06
35430,0h11min48s,0.21,55.9
35902,0h11min59s,0.19,53.63
36544,0h12min11s,0.2,57.39
37089,0h12min22s,0.21,53.96
37471,0h12min30s,0.21,51.1
37881,0h12min39s,0.21,48.75
38568,0h12min52s,0.23,53.35
39274,0h13min6s,0.23,55.49
39555,0h13min13s,0.22,48.71
40100,0h13min23s,0.24,53.51
40731,0h13min35s,0.24,56.65
41295,0h13min47s,0.23,55.43
41822,0h13min58s,0.23,50.51
42261,0h14min7s,0.22,53.53
42616,0h14min15s,0.2,50.43
42954,0h14min23s,0.2,45.43
43377,0h14min32s,0.21,41.86
44032,0h14min45s,0.2,43.73
44554,0h14min53s,0.21,45.65
45092,0h15min3s,0.21,49.0
45459,0h15min11s,0.2,49.69
45850,0h15min20s,0.19,49.39
46271,0h15min29s,0.18,44.47
46646,0h15min37s,0.18,43.31
46894,0h15min43s,0.19,37.29
47301,0h15min52s,0.2,38.69
47847,0h16min4s,0.2,39.57
48462,0h16min17s,0.21,43.55
49043,0h16min29s,0.22,47.49
49677,0h16min42s,0.23,55.22
50241,0h16min54s,0.22,58.69
50959,0h17min8s,0.23,62.98
51508,0h17min19s,0.21,60.18
52121,0h17min32s,0.19,60.49
52629,0h17min44s,0.2,59.84
53271,0h17min57s,0.22,61.37
53616,0h18min5s,0.22,54.06
54187,0h18min16s,0.24,54.49
54981,0h18min31s,0.25,56.65
55448,0h18min41s,0.24,55.9
55795,0h18min49s,0.23,51.45
56392,0h19min1s,0.21,54.88
56682,0h19min7s,0.21,50.88
57092,0h19min16s,0.21,43.35
57571,0h19min27s,0.2,41.98
58100,0h19min39s,0.2,45.73
58675,0h19min51s,0.2,45.12
59317,0h20min6s,0.19,52.04
59891,0h20min17s,0.2,55.43
60571,0h20min30s,0.22,59.45
61004,0h20min40s,0.22,58.02
61419,0h20min49s,0.22,53.88
62041,0h21min1s,0.24,55.37
62549,0h21min12s,0.23,52.71
63030,0h21min23s,0.24,48.47
63588,0h21min34s,0.24,52.02
64136,0h21min47s,0.24,55.24
64727,0h22min0s,0.21,52.96
65226,0h22min10s,0.22,54.45
65702,0h22min21s,0.21,52.88
66321,0h22min32s,0.2,55.55
66844,0h22min45s,0.19,53.24
67530,0h23min0s,0.21,56.92
68059,0h23min13s,0.21,55.78
68652,0h23min24s,0.21,58.12
69211,0h23min38s,0.21,57.59
69705,0h23min50s,0.22,56.78
70213,0h24min2s,0.21,53.16
70889,0h24min16s,0.19,57.45
71970,0h24min39s,0.17,67.02
72485,0h24min50s,0.18,66.16
72853,0h24min59s,0.19,63.69
73318,0h25min12s,0.2,61.25
