n_steps,time,mean_reward,mean_length
430,0h0min2s,0.3,43.0
976,0h0min4s,0.31,48.8
1347,0h0min10s,0.29,44.9
1840,0h0min19s,0.29,46.0
2360,0h0min29s,0.3,47.2
2854,0h0min40s,0.3,49.49
3502,0h0min54s,0.3,51.49
4008,0h1min4s,0.3,53.22
4492,0h1min14s,0.27,52.8
5054,0h1min25s,0.25,53.84
5930,0h1min40s,0.23,60.75
6457,0h1min51s,0.2,59.9
6942,0h2min0s,0.2,58.25
7431,0h2min11s,0.19,58.53
8002,0h2min24s,0.18,58.12
8579,0h2min36s,0.19,53.9
9052,0h2min46s,0.18,51.14
9777,0h2min59s,0.17,56.08
10472,0h3min13s,0.17,61.59
11161,0h3min28s,0.19,63.9
11911,0h3min43s,0.2,67.29
12685,0h3min59s,0.19,73.2
13296,0h4min11s,0.21,70.96
14114,0h4min27s,0.23,73.33
14738,0h4min41s,0.22,73.63
15256,0h4min51s,0.2,67.51
15699,0h5min0s,0.2,61.06
16635,0h5min17s,0.2,66.41
17407,0h5min31s,0.2,66.53
18203,0h5min47s,0.24,69.9
18791,0h5min56s,0.24,71.27
19149,0h6min3s,0.24,68.37
19747,0h6min15s,0.21,62.98
20583,0h6min31s,0.2,64.24
21472,0h6min46s,0.18,64.65
22040,0h6min58s,0.19,64.67
22744,0h7min12s,0.19,71.84
23527,0h7min28s,0.19,74.71
24213,0h7min42s,0.22,73.14
25089,0h7min59s,0.21,72.88
25830,0h8min13s,0.22,74.78
26468,0h8min27s,0.23,74.98
26977,0h8min37s,0.25,67.96
27693,0h8min51s,0.25,70.2
28281,0h9min2s,0.25,64.55
28935,0h9min16s,0.25,61.63
29394,0h9min27s,0.26,59.33
29971,0h9min39s,0.23,58.78
30714,0h9min55s,0.2,61.2
31563,0h10min12s,0.21,65.14
32357,0h10min30s,0.19,69.0
33042,0h10min43s,0.18,71.82
33589,0h10min55s,0.19,72.9
34309,0h11min8s,0.19,72.45
35004,0h11min23s,0.19,69.43
35933,0h11min40s,0.19,70.8
36414,0h11min50s,0.17,68.08
37001,0h12min2s,0.2,67.06
37577,0h12min13s,0.19,64.65
37966,0h12min22s,0.17,59.51
38554,0h12min34s,0.18,53.35
39069,0h12min45s,0.2,52.8
39640,0h12min56s,0.18,52.94
40373,0h13min12s,0.18,55.96
40950,0h13min25s,0.19,58.82
41536,0h13min38s,0.19,58.76
42237,0h13min53s,0.2,63.02
42761,0h14min4s,0.19,61.94
43205,0h14min13s,0.19,57.49
43795,0h14min25s,0.18,56.1
44351,0h14min38s,0.19,57.16
45165,0h14min54s,0.19,58.04
45919,0h15min8s,0.22,62.24
46621,0h15min21s,0.25,68.94
47239,0h15min33s,0.28,69.49
47748,0h15min43s,0.28,66.94
48339,0h15min55s,0.29,63.84
49031,0h16min10s,0.27,62.16
49664,0h16min24s,0.26,63.96
50347,0h16min38s,0.23,62.9
51190,0h16min55s,0.25,69.45
51886,0h17min10s,0.26,70.16
52523,0h17min24s,0.25,68.8
52999,0h17min34s,0.28,68.67
53620,0h17min47s,0.28,66.14
54470,0h18min5s,0.26,66.27
54938,0h18min17s,0.24,60.71
55703,0h18min34s,0.25,64.31
56389,0h18min49s,0.24,67.12
57213,0h19min5s,0.25,72.78
57782,0h19min18s,0.25,67.92
58428,0h19min30s,0.24,69.76
59013,0h19min43s,0.25,68.29
59384,0h19min52s,0.24,61.24
59874,0h20min3s,0.22,52.69
60358,0h20min13s,0.22,52.47
61219,0h20min31s,0.24,55.63
61930,0h20min46s,0.23,58.67
62838,0h21min6s,0.2,68.24
63877,0h21min28s,0.17,79.75
64666,0h21min48s,0.13,85.22
65679,0h22min10s,0.08,89.41
66710,0h22min35s,0.06,94.0
67547,0h22min54s,0.09,94.29
68446,0h23min16s,0.09,91.55
69406,0h23min37s,0.11,93.35
70297,0h23min59s,0.12,90.9
70972,0h24min16s,0.15,85.53
71491,0h24min28s,0.15,79.29
71915,0h24min40s,0.18,69.98
72416,0h24min52s,0.2,60.98
72871,0h25min5s,0.23,52.43
