n_steps,time,mean_reward,mean_length
811,0h0min4s,0.43,81.1
1582,0h0min15s,0.41,79.1
2268,0h0min29s,0.39,75.6
2923,0h0min44s,0.38,73.08
3499,0h0min58s,0.37,69.98
3949,0h1min9s,0.35,64.61
4455,0h1min22s,0.32,58.29
5362,0h1min42s,0.32,62.63
5961,0h1min55s,0.28,60.73
6825,0h2min13s,0.28,66.08
7701,0h2min32s,0.28,74.37
8543,0h2min51s,0.29,80.78
9381,0h3min8s,0.3,81.45
10136,0h3min24s,0.33,82.0
10778,0h3min39s,0.31,78.27
11465,0h3min54s,0.31,76.88
12148,0h4min9s,0.28,71.08
13018,0h4min27s,0.27,74.41
13612,0h4min40s,0.27,68.55
14278,0h4min55s,0.28,69.45
14965,0h5min10s,0.27,70.59
15648,0h5min24s,0.27,69.16
16288,0h5min39s,0.28,66.08
16921,0h5min54s,0.25,66.84
17667,0h6min11s,0.26,68.41
18385,0h6min27s,0.26,67.14
19202,0h6min45s,0.27,72.16
19950,0h7min2s,0.26,72.37
20903,0h7min24s,0.27,78.76
21664,0h7min40s,0.24,80.16
22450,0h7min57s,0.24,81.67
23146,0h8min14s,0.24,79.29
24066,0h8min37s,0.25,82.67
24807,0h8min53s,0.25,79.14
25677,0h9min13s,0.25,80.65
26286,0h9min27s,0.26,76.33
26962,0h9min43s,0.27,76.78
27876,0h10min2s,0.26,78.51
28379,0h10min15s,0.26,72.0
28861,0h10min27s,0.28,64.39
29517,0h10min41s,0.26,65.31
30249,0h10min57s,0.25,65.16
30998,0h11min14s,0.24,63.18
31838,0h11min31s,0.24,68.0
32293,0h11min41s,0.23,68.0
33055,0h11min57s,0.23,71.33
33872,0h12min14s,0.24,72.55
34614,0h12min31s,0.23,72.86
35240,0h12min44s,0.22,68.67
35928,0h13min1s,0.24,71.75
36597,0h13min16s,0.25,69.71
37284,0h13min30s,0.24,68.86
37849,0h13min44s,0.24,65.39
38473,0h13min57s,0.24,63.63
39071,0h14min11s,0.23,62.06
39640,0h14min22s,0.23,61.63
40321,0h14min37s,0.23,59.96
41063,0h14min55s,0.25,63.8
41928,0h15min14s,0.26,68.39
42560,0h15min28s,0.28,68.63
43294,0h15min44s,0.28,73.61
44024,0h16min0s,0.3,75.06
44580,0h16min12s,0.27,69.08
45412,0h16min30s,0.26,68.98
46155,0h16min48s,0.25,72.45
47009,0h17min7s,0.25,73.49
47798,0h17min24s,0.26,75.96
48634,0h17min44s,0.3,80.2
49137,0h17min57s,0.31,74.92
49683,0h18min11s,0.32,70.22
50281,0h18min24s,0.33,66.12
51225,0h18min43s,0.32,69.16
52053,0h19min1s,0.3,69.0
52649,0h19min15s,0.3,69.31
53199,0h19min28s,0.3,71.08
53772,0h19min42s,0.28,68.86
54419,0h19min56s,0.26,65.2
55025,0h20min11s,0.26,60.53
56017,0h20min32s,0.26,68.0
56944,0h20min53s,0.24,73.92
57755,0h21min11s,0.21,79.16
58507,0h21min29s,0.22,80.84
59267,0h21min46s,0.2,85.14
60008,0h22min3s,0.2,80.22
60822,0h22min22s,0.22,76.43
61567,0h22min40s,0.27,76.71
62148,0h22min55s,0.28,73.35
62736,0h23min9s,0.3,69.98
63360,0h23min25s,0.29,66.24
64155,0h23min44s,0.28,65.9
64728,0h24min0s,0.27,64.71
65479,0h24min19s,0.26,66.22
66342,0h24min40s,0.25,74.39
67134,0h24min58s,0.22,74.24
67786,0h25min14s,0.2,73.25
68628,0h25min34s,0.21,78.82
69526,0h25min55s,0.19,79.57
70645,0h26min23s,0.19,86.33
71348,0h26min40s,0.2,84.59
72030,0h26min58s,0.2,84.04
72826,0h27min16s,0.2,84.27
73597,0h27min37s,0.2,81.78
74187,0h27min53s,0.21,74.45
74928,0h28min9s,0.23,73.1
75709,0h28min29s,0.24,72.53
76200,0h28min43s,0.24,68.61
77082,0h29min5s,0.26,69.02
77674,0h29min19s,0.27,68.73
78347,0h29min37s,0.28,69.31
79179,0h29min57s,0.27,68.49
80039,0h30min19s,0.27,75.82
80799,0h30min39s,0.2,74.84
81687,0h31min0s,0.16,79.18
82491,0h31min20s,0.12,81.51
83454,0h31min44s,0.11,84.33
84150,0h32min3s,0.11,81.76
85124,0h32min26s,0.12,86.76
85997,0h32min48s,0.14,85.24
86893,0h33min8s,0.15,87.47
87789,0h33min30s,0.14,86.96
88655,0h33min52s,0.16,89.39
89594,0h34min14s,0.17,89.61
90437,0h34min38s,0.19,88.45
91140,0h34min57s,0.19,85.24
91771,0h35min14s,0.21,80.04
92406,0h35min30s,0.21,75.51
93434,0h35min55s,0.25,77.25
94153,0h36min14s,0.24,73.67
94904,0h36min34s,0.25,76.45
95580,0h36min50s,0.25,75.06
96440,0h37min12s,0.23,80.47
97137,0h37min28s,0.19,74.57
97765,0h37min46s,0.2,73.2
98359,0h38min4s,0.18,69.71
99311,0h38min27s,0.18,74.35
100270,0h38min50s,0.19,76.25
100858,0h39min7s,0.21,73.63
101640,0h39min27s,0.21,76.63
102324,0h39min41s,0.19,79.08
103250,0h40min4s,0.2,77.75
104051,0h40min25s,0.18,76.1
104930,0h40min46s,0.16,82.45
105860,0h41min5s,0.11,83.57
106694,0h41min26s,0.14,87.65
107484,0h41min46s,0.15,83.94
108328,0h42min4s,0.15,85.0
109349,0h42min26s,0.15,87.69
110032,0h42min41s,0.17,83.76
110977,0h43min7s,0.16,85.94
111970,0h43min31s,0.16,88.98
112624,0h43min47s,0.18,84.8
113492,0h44min11s,0.19,83.2
114278,0h44min32s,0.2,84.27
115192,0h44min53s,0.2,84.96
115885,0h45min13s,0.19,77.37
116517,0h45min29s,0.18,78.29
117329,0h45min48s,0.18,78.22
118009,0h46min6s,0.18,73.53
