n_steps,time,mean_reward,mean_length
692,0h0min3s,0.26,69.2
1070,0h0min8s,0.25,53.5
1710,0h0min20s,0.26,57.0
2517,0h0min40s,0.29,62.92
3151,0h0min55s,0.31,63.02
4044,0h1min15s,0.32,66.22
4769,0h1min30s,0.31,72.88
5326,0h1min45s,0.29,71.33
6364,0h2min8s,0.24,78.9
7246,0h2min27s,0.2,82.25
8186,0h2min46s,0.17,82.22
8947,0h3min3s,0.17,83.88
9913,0h3min24s,0.17,91.9
10780,0h3min41s,0.2,88.92
11665,0h4min0s,0.19,88.61
12499,0h4min17s,0.19,86.53
13524,0h4min39s,0.19,91.71
14382,0h4min59s,0.19,89.59
15184,0h5min17s,0.18,87.88
15876,0h5min32s,0.2,84.98
16804,0h5min51s,0.18,86.37
17545,0h6min8s,0.19,79.27
18266,0h6min26s,0.19,76.86
19086,0h6min47s,0.19,77.59
20152,0h7min10s,0.18,84.53
21062,0h7min30s,0.19,85.45
21877,0h7min48s,0.19,85.47
22775,0h8min7s,0.19,89.02
23545,0h8min26s,0.17,89.8
24574,0h8min48s,0.18,89.82
25395,0h9min4s,0.17,86.92
26123,0h9min21s,0.17,86.59
26890,0h9min37s,0.16,82.65
27806,0h9min56s,0.18,84.04
28599,0h10min14s,0.18,82.78
29391,0h10min32s,0.2,80.31
30175,0h10min48s,0.21,82.35
31045,0h11min5s,0.22,83.43
31646,0h11min20s,0.21,77.25
32370,0h11min35s,0.19,75.9
33185,0h11min54s,0.18,76.35
33863,0h12min8s,0.18,74.27
34681,0h12min27s,0.18,72.0
35368,0h12min43s,0.18,73.78
36293,0h13min4s,0.2,77.67
37080,0h13min22s,0.2,77.2
37828,0h13min38s,0.2,79.71
38694,0h13min56s,0.2,81.73
39305,0h14min10s,0.19,79.16
40289,0h14min31s,0.18,80.31
41106,0h14min48s,0.16,79.2
41939,0h15min7s,0.17,82.57
42702,0h15min23s,0.16,80.55
43459,0h15min39s,0.17,83.41
44202,0h15min56s,0.19,78.14
45088,0h16min15s,0.21,80.04
46113,0h16min38s,0.22,82.84
47005,0h16min55s,0.21,85.2
47719,0h17min11s,0.22,85.49
48661,0h17min32s,0.22,88.84
49494,0h17min51s,0.2,88.35
50537,0h18min14s,0.18,88.71
51291,0h18min32s,0.19,86.0
52024,0h18min49s,0.19,86.37
52941,0h19min10s,0.2,84.33
53825,0h19min29s,0.2,85.65
54616,0h19min48s,0.2,83.25
55470,0h20min7s,0.19,82.27
56418,0h20min27s,0.19,87.94
57612,0h20min52s,0.19,93.55
58442,0h21min11s,0.18,90.73
59373,0h21min32s,0.18,95.24
60202,0h21min51s,0.18,94.75
60784,0h22min6s,0.18,86.33
61734,0h22min28s,0.19,84.08
62353,0h22min42s,0.18,77.22
63157,0h23min2s,0.17,76.16
64143,0h23min24s,0.21,77.57
65007,0h23min44s,0.19,83.39
65695,0h24min3s,0.18,78.65
66426,0h24min22s,0.2,81.82
67244,0h24min42s,0.2,80.51
68186,0h25min4s,0.2,81.24
69088,0h25min26s,0.21,81.2
69872,0h25min46s,0.2,83.86
70719,0h26min7s,0.2,86.14
71264,0h26min20s,0.21,79.27
72001,0h26min39s,0.2,76.57
72664,0h26min57s,0.21,70.92
73787,0h27min27s,0.21,78.1
74468,0h27min44s,0.19,75.47
75335,0h28min9s,0.21,81.78
75988,0h28min26s,0.21,79.0
76732,0h28min47s,0.19,80.55
77497,0h29min10s,0.21,75.25
78397,0h29min33s,0.21,80.0
79335,0h29min56s,0.19,79.37
80178,0h30min17s,0.17,83.33
81041,0h30min42s,0.16,85.49
82108,0h31min11s,0.15,92.37
83027,0h31min36s,0.16,93.29
83977,0h32min3s,0.13,92.98
84738,0h32min23s,0.14,91.37
85887,0h32min54s,0.16,96.98
86831,0h33min17s,0.14,94.57
87643,0h33min36s,0.14,91.84
88590,0h34min0s,0.17,92.41
89517,0h34min23s,0.17,95.67
90445,0h34min48s,0.15,92.94
91109,0h35min5s,0.15,84.98
92141,0h35min33s,0.13,88.55
92985,0h35min57s,0.1,88.14
93948,0h36min20s,0.11,89.31
94924,0h36min46s,0.1,88.51
95791,0h37min7s,0.08,92.16
96669,0h37min31s,0.07,90.75
97477,0h37min52s,0.08,90.04
98268,0h38min12s,0.08,85.33
99058,0h38min34s,0.09,83.02
99953,0h38min58s,0.09,81.94
100673,0h39min16s,0.11,79.75
101532,0h39min41s,0.11,82.18
102540,0h40min7s,0.1,85.73
103490,0h40min29s,0.09,88.29
104508,0h40min52s,0.09,91.27
105380,0h41min15s,0.07,92.75
106285,0h41min37s,0.08,93.8
107325,0h42min5s,0.07,95.78
108379,0h42min33s,0.09,97.82
109251,0h42min55s,0.09,94.96
110076,0h43min16s,0.1,94.04
111101,0h43min43s,0.09,96.39
111986,0h44min7s,0.09,93.35
113024,0h44min35s,0.08,93.04
113930,0h45min0s,0.08,93.71
114755,0h45min22s,0.07,93.71
115569,0h45min44s,0.09,89.57
116499,0h46min8s,0.1,90.45

