n_steps,time,mean_reward,mean_length
699,0h0min3s,0.36,69.9
1352,0h0min11s,0.36,67.6
2171,0h0min26s,0.37,72.37
2883,0h0min41s,0.36,72.08
3510,0h0min56s,0.36,70.2
4317,0h1min15s,0.36,73.69
5222,0h1min33s,0.36,76.92
6076,0h1min51s,0.36,79.84
6717,0h2min4s,0.32,75.47
7462,0h2min19s,0.32,80.29
8224,0h2min35s,0.3,77.65
9040,0h2min55s,0.29,76.82
9957,0h3min17s,0.29,80.2
10885,0h3min35s,0.3,83.69
11367,0h3min47s,0.28,77.96
12338,0h4min8s,0.28,82.63
13129,0h4min26s,0.27,82.14
13705,0h4min39s,0.25,75.45
14351,0h4min53s,0.24,70.24
14876,0h5min6s,0.24,69.06
15842,0h5min26s,0.25,70.04
16655,0h5min43s,0.25,71.1
17487,0h6min0s,0.25,75.08
18247,0h6min16s,0.24,77.35
19024,0h6min32s,0.24,82.06
19922,0h6min53s,0.22,81.45
20765,0h7min10s,0.23,82.55
21670,0h7min32s,0.24,83.98
22414,0h7min48s,0.25,83.67
23385,0h8min8s,0.27,87.47
24460,0h8min32s,0.27,90.94
25215,0h8min49s,0.26,87.82
26114,0h9min7s,0.25,89.49
26878,0h9min25s,0.23,88.51
27714,0h9min43s,0.2,86.84
28589,0h10min3s,0.21,83.53
29321,0h10min20s,0.22,82.47
29957,0h10min34s,0.24,77.31
30820,0h10min54s,0.25,79.25
31639,0h11min11s,0.27,77.41
32331,0h11min26s,0.26,75.33
33022,0h11min41s,0.25,74.53
33921,0h12min1s,0.25,78.12
35024,0h12min25s,0.26,85.41
35689,0h12min41s,0.27,80.1
36522,0h13min2s,0.27,83.75
37276,0h13min20s,0.27,83.76
38000,0h13min38s,0.25,81.55
38670,0h13min53s,0.24,72.27
39926,0h14min18s,0.26,85.04
40837,0h14min38s,0.28,86.1
41865,0h15min0s,0.3,91.94
42471,0h15min16s,0.33,89.63
43203,0h15min31s,0.35,89.45
43884,0h15min47s,0.32,79.57
44583,0h16min5s,0.32,76.82
45314,0h16min22s,0.29,69.59
46037,0h16min38s,0.25,71.29
46775,0h16min54s,0.23,70.67
47623,0h17min14s,0.2,74.24
48643,0h17min35s,0.17,80.24
49607,0h17min57s,0.17,84.78
50400,0h18min15s,0.16,87.51
51198,0h18min32s,0.15,87.8
51940,0h18min49s,0.15,86.61
52761,0h19min5s,0.17,82.71
53380,0h19min19s,0.17,75.94
54191,0h19min38s,0.18,76.29
54634,0h19min48s,0.18,69.71
55618,0h20min8s,0.21,72.96
56673,0h20min31s,0.22,77.57
57526,0h20min50s,0.23,83.43
58232,0h21min5s,0.21,81.2
59086,0h21min25s,0.22,89.25
59834,0h21min41s,0.19,83.61
60664,0h22min2s,0.19,79.55
61561,0h22min23s,0.19,81.08
62221,0h22min39s,0.23,79.59
62779,0h22min53s,0.23,72.78
63712,0h23min14s,0.21,78.0
64701,0h23min37s,0.22,82.39
65619,0h23min58s,0.22,83.39
66288,0h24min14s,0.18,80.88
67009,0h24min31s,0.18,84.9
68032,0h24min52s,0.2,86.67
69086,0h25min16s,0.22,87.94
69796,0h25min33s,0.22,83.86
70750,0h25min54s,0.22,88.57
71327,0h26min9s,0.22,86.31
72030,0h26min27s,0.23,81.9
72824,0h26min46s,0.18,74.94
73718,0h27min8s,0.18,78.16
74496,0h27min26s,0.19,75.78
75434,0h27min51s,0.19,82.49
76305,0h28min12s,0.18,84.84
77170,0h28min33s,0.19,86.63
78258,0h28min58s,0.2,90.98
79433,0h29min27s,0.2,97.29
80427,0h29min48s,0.16,99.86
81349,0h30min7s,0.13,99.39
82271,0h30min27s,0.11,101.98
83273,0h30min51s,0.1,101.51
84265,0h31min15s,0.09,96.71
85229,0h31min40s,0.14,96.0
86001,0h32min0s,0.18,93.18
86803,0h32min20s,0.2,90.82
87540,0h32min40s,0.23,85.63
88403,0h33min2s,0.24,82.1
89578,0h33min29s,0.25,88.0
90563,0h33min53s,0.22,91.41
91565,0h34min15s,0.23,95.33
92331,0h34min35s,0.23,94.76
93009,0h34min50s,0.2,92.27
94040,0h35min12s,0.19,91.41
94553,0h35min28s,0.18,80.2
95628,0h35min55s,0.19,80.82
96501,0h36min19s,0.18,83.73
97332,0h36min42s,0.19,85.41
98239,0h37min5s,0.21,85.75
99050,0h37min25s,0.2,90.14
99880,0h37min45s,0.22,84.02
100792,0h38min7s,0.23,86.1
101459,0h38min26s,0.23,82.88
102552,0h38min55s,0.23,85.88
103573,0h39min21s,0.24,90.65
104070,0h39min35s,0.22,82.61
104998,0h39min58s,0.21,85.16
105966,0h40min24s,0.21,90.33
106963,0h40min51s,0.22,89.25
107646,0h41min7s,0.2,81.82
108560,0h41min30s,0.21,90.0
109521,0h41min56s,0.22,89.49
110634,0h42min27s,0.23,93.27
111168,0h42min41s,0.21,84.41
111903,0h42min59s,0.21,84.76
112703,0h43min22s,0.2,83.2
113656,0h43min47s,0.21,81.65
114573,0h44min10s,0.19,79.2
115538,0h44min37s,0.21,86.75
116506,0h45min2s,0.21,93.53
117169,0h45min20s,0.22,88.51
118033,0h45min42s,0.23,87.02
118669,0h46min1s,0.26,82.27
