n_steps,time,mean_reward,mean_length
500,0h0min16s,0.0,500.0
1000,0h0min31s,0.0,500.0
1500,0h9min19s,0.0,500.0
2000,0h14min59s,0.0,500.0
2500,0h23min27s,0.0,500.0
3000,0h24min50s,0.0,500.0
3500,0h25min16s,0.0,500.0
4000,0h25min41s,0.0,500.0
4500,0h26min8s,0.0,500.0
5000,0h26min34s,0.0,500.0
5500,0h27min0s,0.0,500.0
6000,0h27min25s,0.0,500.0
6500,0h27min51s,0.0,500.0
7000,0h28min16s,0.0,500.0
7500,0h28min42s,0.0,500.0
8000,0h29min9s,0.0,500.0
8500,0h29min35s,0.0,500.0
9000,0h30min1s,0.0,500.0
9500,0h30min26s,0.0,500.0
10000,0h30min52s,0.0,500.0
10500,0h31min18s,0.0,500.0
11000,0h31min44s,0.0,500.0
11500,0h32min10s,0.0,500.0
12000,0h32min35s,0.0,500.0
12500,0h33min0s,0.0,500.0
13000,0h33min27s,0.0,500.0
13500,0h33min53s,0.0,500.0
14000,0h34min19s,0.0,500.0
14500,0h34min45s,0.0,500.0
15000,0h35min12s,0.0,500.0
15500,0h35min38s,0.0,500.0
16000,0h36min3s,0.0,500.0
16500,0h36min30s,0.0,500.0
17000,0h36min56s,0.0,500.0
17500,0h37min23s,0.0,500.0
18000,0h37min49s,0.0,500.0
18500,0h38min16s,0.0,500.0
19000,0h38min42s,0.0,500.0
19500,0h39min8s,0.0,500.0
20000,0h39min35s,0.0,500.0
20500,0h40min1s,0.0,500.0
21000,0h40min28s,0.0,500.0
21500,0h40min54s,0.0,500.0
22000,0h41min20s,0.0,500.0
22500,0h41min47s,0.0,500.0
23000,0h42min13s,0.0,500.0
23500,0h42min39s,0.0,500.0
24000,0h43min6s,0.0,500.0
24500,0h43min32s,0.0,500.0
25000,0h43min58s,0.0,500.0
25500,0h44min25s,0.0,500.0
26000,0h44min51s,0.0,500.0
26500,0h45min18s,0.0,500.0
27000,0h45min44s,0.0,500.0
27500,0h46min10s,0.0,500.0
28000,0h46min37s,0.0,500.0
28500,0h47min4s,0.0,500.0
29000,0h47min30s,0.0,500.0
29500,0h47min56s,0.0,500.0
30000,0h48min23s,0.0,500.0
30500,0h48min49s,0.0,500.0
31000,0h49min15s,0.0,500.0
31500,0h49min42s,0.0,500.0
32000,0h50min9s,0.0,500.0
32500,0h50min36s,0.0,500.0
33000,0h51min2s,0.0,500.0
33500,0h51min29s,0.0,500.0
34000,0h51min56s,0.0,500.0
34500,0h52min22s,0.0,500.0
35000,0h52min49s,0.0,500.0
35500,0h53min16s,0.0,500.0
36000,0h53min43s,0.0,500.0
36500,0h54min10s,0.0,500.0
37000,0h54min37s,0.0,500.0
37500,0h55min4s,0.0,500.0
38000,0h55min30s,0.0,500.0
38500,0h55min57s,0.0,500.0
39000,0h56min24s,0.0,500.0
39500,0h56min51s,0.0,500.0
40000,0h57min18s,0.0,500.0
40500,0h57min45s,0.0,500.0
41000,0h58min11s,0.0,500.0
41500,0h58min37s,0.0,500.0
42000,0h59min4s,0.0,500.0
42500,0h59min31s,0.0,500.0
43000,0h59min58s,0.0,500.0
43500,1h0min24s,0.0,500.0
44000,1h0min52s,0.0,500.0
44500,1h1min19s,0.0,500.0
45000,1h1min46s,0.0,500.0
45500,1h2min13s,0.0,500.0
46000,1h2min40s,0.0,500.0
46500,1h3min6s,0.0,500.0
47000,1h3min33s,0.0,500.0
47500,1h4min1s,0.0,500.0
48000,1h4min28s,0.0,500.0
48500,1h4min55s,0.0,500.0
49000,1h5min23s,0.0,500.0
49500,1h5min50s,0.0,500.0
50000,1h6min18s,0.0,500.0
50500,1h6min46s,0.0,500.0
51000,1h7min13s,0.0,500.0
51500,1h7min41s,0.0,500.0
52000,1h8min9s,0.0,500.0
52500,1h8min37s,0.0,500.0
53000,1h9min4s,0.0,500.0
53500,1h9min32s,0.0,500.0
54000,1h10min1s,0.0,500.0
54500,1h10min29s,0.0,500.0
55000,1h10min57s,0.0,500.0
55500,1h11min26s,0.0,500.0
56000,1h11min55s,0.0,500.0
56500,1h12min23s,0.0,500.0
57000,1h12min52s,0.0,500.0
57500,1h13min20s,0.0,500.0
58000,1h13min48s,0.0,500.0
58500,1h14min17s,0.0,500.0
59000,1h14min46s,0.0,500.0
59500,1h15min14s,0.0,500.0
60000,1h15min42s,0.0,500.0
60500,1h16min10s,0.0,500.0
61000,1h16min39s,0.0,500.0
61500,1h17min8s,0.0,500.0
62000,1h17min37s,0.0,500.0
62500,1h18min4s,0.0,500.0
63000,1h18min33s,0.0,500.0
63500,1h19min1s,0.0,500.0
