Wall time,Step,Value
1736388722.719648,500,-131.69436645507812
1736388996.8802783,1000,-36.52982711791992
1736389025.590733,1500,4.256636619567871
1736389042.8546772,2000,4.574507236480713
1736389052.2436755,2500,4.691959381103516
1736389065.3795812,3000,4.772817134857178
1736389071.2670078,3500,4.980834484100342
1736389072.6024933,4000,5.117059230804443
1736389074.0287952,4500,5.097707748413086
1736389075.4499855,5000,5.260447978973389
1736389100.4348836,5500,5.351230621337891
1736389101.8800468,6000,5.406040191650391
1736389103.1647956,6500,5.510054588317871
1736389104.6239061,7000,5.450767517089844
1736389106.1025453,7500,5.402955532073975
1736389107.6141174,8000,5.553693771362305
1736389108.9610388,8500,5.598151683807373
1736389110.6278107,9000,5.610167980194092
1736389111.9868655,9500,5.622857093811035
1736389113.4113789,10000,5.651967525482178
1736389118.5757482,10500,5.631368637084961
1736389119.958442,11000,5.627768039703369
1736389121.4270787,11500,5.624419212341309
1736389122.8314798,12000,5.634144306182861
1736389124.1895072,12500,5.668842315673828
1736389125.9675195,13000,5.706442832946777
1736389127.2874997,13500,5.6497015953063965
1736389128.6647093,14000,5.602389335632324
1736389130.0197744,14500,5.671774387359619
1736389131.547487,15000,5.708564758300781
