Wall time,Step,Value
1736388193.2189758,500,-63.2547721862793
1736388221.2413769,1000,-25.943634033203125
1736388241.7918448,1500,-5.573443412780762
1736388254.5715256,2000,-5.368870258331299
1736388294.0872912,2500,-5.235239505767822
1736388295.4150417,3000,4.981990814208984
1736388304.2695668,3500,5.194098949432373
1736388309.3612382,4000,5.329305648803711
1736388310.5383046,4500,5.321356773376465
1736388312.2638462,5000,5.3945698738098145
1736388313.488772,5500,5.423151016235352
1736388315.3017402,6000,5.400704383850098
1736388316.537801,6500,5.46778678894043
1736388317.744465,7000,5.531731605529785
1736388318.9346118,7500,5.515809059143066
1736388320.1920953,8000,5.537353038787842
1736388321.408881,8500,5.5562591552734375
1736388322.619819,9000,5.595825672149658
1736388323.9927747,9500,5.643203258514404
1736388325.1777186,10000,5.642458915710449
1736388326.351577,10500,5.618941783905029
1736388327.5223331,11000,5.657869815826416
1736388328.8408117,11500,5.654260158538818
1736388330.0734315,12000,5.64104700088501
1736388331.2864392,12500,5.687377452850342
1736388332.628122,13000,5.669154644012451
1736388333.916811,13500,5.684149265289307
1736388335.117085,14000,5.663463592529297
1736388336.345659,14500,5.670157432556152
1736388337.6463163,15000,5.731906890869141
