Wall time,Step,Value
1736353748.8659327,500,-336.1124572753906
1736354584.9624374,1000,-147.83071899414062
1736354855.4574165,1500,-37.0777702331543
1736354911.4822125,2000,-6.162245750427246
1736354985.9861732,2500,-25.81053352355957
1736355000.6583374,3000,-25.569656372070312
1736355033.1591394,3500,-5.403173446655273
1736355043.8935277,4000,-5.268836498260498
1736355054.9841022,4500,4.863023281097412
1736355065.8111594,5000,4.994346618652344
1736355071.2816994,5500,5.199895858764648
1736355079.606952,6000,5.279000759124756
1736355084.7742093,6500,5.299440383911133
1736355093.7509325,7000,5.3918681144714355
1736355099.2658544,7500,5.441509246826172
1736355103.9715972,8000,5.408835411071777
1736355110.1013744,8500,5.473329544067383
1736355115.0408113,9000,5.434554100036621
1736355122.6683583,9500,5.494076728820801
1736355129.1489096,10000,5.582709789276123
1736355217.075073,10500,5.5851216316223145
1736355219.7037778,11000,5.644683361053467
1736355223.1792853,11500,5.642012596130371
1736355226.481761,12000,5.637050151824951
1736355230.0220108,12500,5.692068099975586
1736355233.9439187,13000,5.648910045623779
1736355237.9328792,13500,5.65146541595459
1736355241.1403456,14000,5.745659351348877
1736355244.4209504,14500,5.71300745010376
1736355247.9741704,15000,5.614983081817627
