Wall time,Step,Value
1736353549.108237,500,-230.6651611328125
1736353962.6999853,1000,-96.76956176757812
1736354058.330755,1500,-16.13832664489746
1736354121.9733357,2000,4.286715984344482
1736354139.6736832,2500,4.627162933349609
1736354182.3886034,3000,4.692866325378418
1736354192.3766415,3500,4.756554126739502
1736354204.7754333,4000,4.949722766876221
1736354216.8891044,4500,5.182682514190674
1736354231.1923072,5000,5.310959339141846
1736354242.9145741,5500,5.272658824920654
1736354255.814503,6000,5.33237361907959
1736354267.19765,6500,5.399105072021484
1736354279.984978,7000,5.459418296813965
1736354290.8497386,7500,5.454134941101074
1736354303.8071027,8000,5.403871059417725
1736354312.9728198,8500,5.4650959968566895
1736354323.7938628,9000,5.5104265213012695
1736354336.2700357,9500,5.5982666015625
1736354349.3727942,10000,5.635645866394043
1736354362.2163749,10500,5.586146354675293
1736354374.421788,11000,5.652191162109375
1736354384.6808317,11500,5.664484977722168
1736354396.392513,12000,5.643683433532715
1736354406.3303394,12500,5.73386287689209
1736354418.9784846,13000,5.723394393920898
1736354433.1747172,13500,5.696386814117432
1736354446.2381244,14000,5.638296604156494
1736354461.5549445,14500,5.624438285827637
1736354475.5693953,15000,5.6791863441467285
