Wall time,Step,Value
1736396878.055973,500,-327.04998779296875
1736397874.0823157,1000,-88.00713348388672
1736398331.6967676,1500,-67.87400817871094
1736398720.3363667,2000,-67.62092590332031
1736398985.9391165,2500,-107.56378173828125
1736399103.000676,3000,-107.52978515625
1736399182.7937133,3500,-57.39940643310547
1736399245.5678349,4000,-107.45457458496094
1736399324.8364,4500,-127.445556640625
1736399411.7750912,5000,-87.36727142333984
1736399502.296142,5500,-67.30326080322266
1736399579.195842,6000,-77.35150909423828
1736399613.333723,6500,-37.32032012939453
1736399667.2256567,7000,-17.28506851196289
1736399713.099145,7500,-37.29963684082031
1736399733.7886724,8000,-37.301815032958984
1736399742.5496562,8500,-27.273509979248047
1736399765.204372,9000,-17.227691650390625
1736399785.8081062,9500,-17.196218490600586
1736399820.091876,10000,-17.193431854248047
1736399842.6161673,10500,-7.166146755218506
1736399863.5498195,11000,-7.129356384277344
1736399884.3022156,11500,-7.127853870391846
1736399905.0097055,12000,-17.148649215698242
1736399916.792274,12500,-17.152626037597656
1736399932.8593907,13000,-7.150454998016357
1736399953.9175105,13500,-17.138216018676758
1736399982.3152175,14000,-7.1278462409973145
1736400005.3786533,14500,-17.136795043945312
1736400026.3773274,15000,-17.10584259033203
1736400048.8051643,15500,2.9207074642181396
1736400069.763838,16000,2.9152493476867676
1736400090.8097124,16500,2.926607608795166
1736400113.4274375,17000,2.9272501468658447
1736400118.3433824,17500,2.91206955909729
1736400123.141027,18000,2.918388605117798
1736400127.9048605,18500,2.9346065521240234
1736400132.7272894,19000,2.9433419704437256
1736400137.4914865,19500,2.943798303604126
1736400142.1533713,20000,2.936312675476074
