Wall time,Step,Value
1736396703.9121823,500,-252.20542907714844
1736397764.9742217,1000,-118.27232360839844
1736398458.287398,1500,-38.0836296081543
1736398828.9017406,2000,-37.9795036315918
1736398963.5808532,2500,-57.86577224731445
1736399012.0662432,3000,-77.8507308959961
1736399060.4945982,3500,-17.776681900024414
1736399088.2658231,4000,-27.77850341796875
1736399104.2154367,4500,-27.75654411315918
1736399127.8216708,5000,-27.769962310791016
1736399172.1285238,5500,-17.77604866027832
1736399210.2430062,6000,-7.730203628540039
1736399219.5887809,6500,-17.745725631713867
1736399256.8863778,7000,-7.725966930389404
1736399263.0007174,7500,2.3120031356811523
1736399272.345213,8000,2.3268320560455322
1736399284.0966773,8500,2.337292432785034
1736399289.0481863,9000,2.353365898132324
1736399299.2521617,9500,2.3527987003326416
1736399314.1555934,10000,2.3596200942993164
1736399327.3186674,10500,2.344313144683838
1736399338.106752,11000,-7.672459125518799
1736399383.3257656,11500,2.3658134937286377
1736399390.5198066,12000,2.359092950820923
1736399397.9751196,12500,2.3545124530792236
1736399417.826501,13000,2.35378360748291
1736399431.0779204,13500,2.3669161796569824
1736399436.2608702,14000,2.3664119243621826
1736399442.6297398,14500,2.372316837310791
1736399447.977786,15000,2.369262933731079
1736399455.021103,15500,2.3615407943725586
1736399462.6836894,16000,2.3728842735290527
1736399484.1033697,16500,2.3796629905700684
1736399522.62658,17000,2.3676068782806396
1736399557.581121,17500,-7.6430487632751465
1736399592.6076512,18000,-7.65236234664917
1736399599.6743038,18500,2.3663313388824463
1736399622.351416,19000,2.370462417602539
1736399627.5728536,19500,2.3697681427001953
1736399638.0102508,20000,2.3746848106384277
