n_steps,time,mean_reward,mean_length
686,0h0min4s,0.38,68.6
1481,0h0min15s,0.39,74.05
1894,0h0min24s,0.34,63.13
2274,0h0min35s,0.32,56.85
3270,0h0min58s,0.34,65.4
3978,0h1min14s,0.34,65.69
4774,0h1min33s,0.31,67.49
5409,0h1min50s,0.3,69.59
6136,0h2min7s,0.31,76.82
6838,0h2min23s,0.28,70.8
7950,0h2min50s,0.27,79.02
8800,0h3min11s,0.28,79.14
9506,0h3min28s,0.27,80.47
10364,0h3min50s,0.27,84.86
11180,0h4min10s,0.27,87.18
12025,0h4min29s,0.26,81.86
12856,0h4min50s,0.25,80.47
13402,0h5min3s,0.25,77.24
14263,0h5min21s,0.25,78.41
15213,0h5min41s,0.24,79.94
16341,0h6min7s,0.25,85.16
17192,0h6min27s,0.25,86.98
17759,0h6min40s,0.26,87.0
18686,0h7min2s,0.27,88.69
19237,0h7min16s,0.27,79.08
19627,0h7min27s,0.25,66.39
20227,0h7min40s,0.23,62.76
21058,0h7min59s,0.24,65.9
21751,0h8min15s,0.21,62.06
22246,0h8min28s,0.22,60.1
23124,0h8min49s,0.23,69.55
23793,0h9min5s,0.24,70.31
24504,0h9min22s,0.25,70.16
25044,0h9min36s,0.25,66.53
25918,0h9min56s,0.26,72.49
26757,0h10min16s,0.28,73.61
27625,0h10min36s,0.27,77.1
28515,0h10min57s,0.27,79.08
29282,0h11min15s,0.28,85.06
29821,0h11min30s,0.25,79.2
30346,0h11min43s,0.23,71.59
30684,0h11min53s,0.21,61.94
31317,0h12min8s,0.21,57.24
31989,0h12min24s,0.22,55.04
32630,0h12min40s,0.23,55.37
33165,0h12min52s,0.22,56.14
33944,0h13min11s,0.25,65.0
34632,0h13min28s,0.26,66.2
35131,0h13min42s,0.22,62.43
36002,0h14min1s,0.23,66.94
36931,0h14min20s,0.26,74.49
37811,0h14min40s,0.25,77.18
38655,0h15min1s,0.24,79.33
39549,0h15min22s,0.27,87.29
40181,0h15min38s,0.26,82.63
41002,0h15min55s,0.24,80.27
41736,0h16min14s,0.24,80.06
42522,0h16min32s,0.24,78.33
43003,0h16min46s,0.24,70.65
43610,0h17min1s,0.23,68.08
44420,0h17min19s,0.23,68.98
45234,0h17min39s,0.24,71.14
46077,0h18min0s,0.24,71.67
46918,0h18min21s,0.24,77.9
47933,0h18min45s,0.24,85.57
48944,0h19min11s,0.24,90.67
49853,0h19min33s,0.22,92.53
50840,0h19min56s,0.22,95.8
51678,0h20min17s,0.23,95.29
52446,0h20min36s,0.22,90.45
53272,0h20min57s,0.22,86.82
54190,0h21min19s,0.22,87.0
54915,0h21min37s,0.23,81.86
55562,0h21min53s,0.2,77.22
56383,0h22min14s,0.18,77.92
57002,0h22min30s,0.18,74.35
57909,0h22min50s,0.18,74.45
58635,0h23min9s,0.17,74.9
59345,0h23min26s,0.19,74.57
60205,0h23min47s,0.19,75.33
61082,0h24min9s,0.21,81.96
61848,0h24min28s,0.21,79.2
62487,0h24min44s,0.22,77.49
63427,0h25min8s,0.25,81.06
64168,0h25min25s,0.24,79.18
65024,0h25min47s,0.25,79.25
65986,0h26min13s,0.23,83.1
66804,0h26min33s,0.25,85.49
67743,0h26min58s,0.23,87.06
68661,0h27min21s,0.25,88.53
69432,0h27min42s,0.23,86.78
70229,0h28min1s,0.25,85.16
71113,0h28min23s,0.25,87.29
71879,0h28min43s,0.24,83.06
72564,0h29min2s,0.22,77.04
73261,0h29min22s,0.22,77.04
74156,0h29min45s,0.21,78.04
74804,0h30min4s,0.21,73.75
75696,0h30min25s,0.2,76.8
76255,0h30min39s,0.19,72.98
77189,0h31min5s,0.21,77.71
77999,0h31min26s,0.23,79.39
78700,0h31min45s,0.23,77.06
79605,0h32min7s,0.22,77.41
80271,0h32min26s,0.22,79.61
81015,0h32min46s,0.21,75.94
81883,0h33min11s,0.22,77.27
82630,0h33min31s,0.22,77.61
83502,0h33min54s,0.25,78.49
84060,0h34min10s,0.25,76.25
84695,0h34min28s,0.26,73.04
85333,0h34min48s,0.24,68.33
86008,0h35min6s,0.22,68.2
86592,0h35min23s,0.22,60.71
87466,0h35min47s,0.23,66.92
88299,0h36min10s,0.23,72.63
88941,0h36min26s,0.25,72.71
89770,0h36min48s,0.25,74.53
90505,0h37min9s,0.25,77.18
91425,0h37min35s,0.25,80.53
91984,0h37min51s,0.24,74.22
92781,0h38min13s,0.24,77.25
93853,0h38min43s,0.27,80.43
94735,0h39min5s,0.27,84.9
95577,0h39min29s,0.28,82.08
96266,0h39min48s,0.28,85.61
97154,0h40min12s,0.27,86.41
97881,0h40min31s,0.23,80.94
98617,0h40min52s,0.22,78.43
99452,0h41min18s,0.22,78.43
100387,0h41min42s,0.23,82.76
101227,0h42min6s,0.22,82.1
