n_steps,time,mean_reward,mean_length
716,0h0min4s,0.32,71.6
1466,0h0min15s,0.37,73.3
1916,0h0min26s,0.34,63.87
2538,0h0min40s,0.35,63.45
3138,0h0min56s,0.34,62.76
3917,0h1min13s,0.34,63.67
4450,0h1min26s,0.31,59.86
5210,0h1min43s,0.3,66.1
5856,0h1min59s,0.26,65.59
6485,0h2min15s,0.24,65.86
7181,0h2min32s,0.21,65.0
7971,0h2min52s,0.22,69.71
8868,0h3min14s,0.22,74.84
9434,0h3min29s,0.22,72.12
9983,0h3min43s,0.22,69.29
10792,0h4min3s,0.22,71.76
11382,0h4min19s,0.21,68.57
12367,0h4min43s,0.21,69.18
13103,0h5min3s,0.22,72.53
13765,0h5min19s,0.23,74.78
14240,0h5min32s,0.24,69.57
14812,0h5min46s,0.23,69.22
15752,0h6min6s,0.25,68.33
16700,0h6min28s,0.25,71.41
17480,0h6min47s,0.25,74.8
17991,0h6min59s,0.24,74.47
18695,0h7min16s,0.26,78.51
19594,0h7min37s,0.26,76.25
20362,0h7min56s,0.27,75.67
21086,0h8min13s,0.27,71.84
21795,0h8min31s,0.27,74.78
22433,0h8min47s,0.25,73.8
23200,0h9min5s,0.26,73.51
23850,0h9min20s,0.25,69.63
24420,0h9min34s,0.25,66.98
25284,0h9min54s,0.27,68.61
26017,0h10min11s,0.28,71.08
26760,0h10min30s,0.29,73.27
27348,0h10min44s,0.27,69.78
27926,0h10min59s,0.27,70.71
28626,0h11min16s,0.24,65.78
29246,0h11min33s,0.24,65.27
30000,0h11min51s,0.24,67.35
30676,0h12min7s,0.24,66.33
31513,0h12min26s,0.26,70.73
32098,0h12min41s,0.28,69.08
32523,0h12min52s,0.27,66.22
33407,0h13min13s,0.25,68.63
34002,0h13min29s,0.26,67.18
34722,0h13min47s,0.25,63.71
35453,0h14min6s,0.23,66.88
36126,0h14min24s,0.24,72.61
36918,0h14min42s,0.25,70.8
37806,0h15min3s,0.25,75.92
38432,0h15min18s,0.23,74.55
39157,0h15min36s,0.22,73.33
39823,0h15min53s,0.21,73.84
40382,0h16min8s,0.2,71.25
41069,0h16min26s,0.18,65.14
41743,0h16min42s,0.2,66.53
42495,0h17min0s,0.2,67.84
43283,0h17min21s,0.21,68.61
44113,0h17min42s,0.22,74.04
44803,0h17min57s,0.22,75.18
45684,0h18min18s,0.24,78.14
46462,0h18min36s,0.24,78.43
47213,0h18min55s,0.25,77.49
48073,0h19min15s,0.25,79.49
48780,0h19min33s,0.27,79.94
49744,0h19min56s,0.28,82.25
50599,0h20min18s,0.27,82.88
51508,0h20min41s,0.29,86.18
52340,0h21min1s,0.29,85.29
53024,0h21min19s,0.27,85.18
53848,0h21min38s,0.23,82.43
54464,0h21min56s,0.24,77.24
55370,0h22min16s,0.22,77.69
56084,0h22min34s,0.23,74.04
56625,0h22min48s,0.23,71.02
57250,0h23min5s,0.24,68.43
57928,0h23min22s,0.22,69.57
58852,0h23min46s,0.18,68.78
59717,0h24min6s,0.2,71.59
60310,0h24min23s,0.18,72.49
60968,0h24min41s,0.2,74.59
61641,0h24min58s,0.2,74.76
62505,0h25min21s,0.23,73.59
62911,0h25min32s,0.21,65.41
63690,0h25min54s,0.24,67.06
64481,0h26min13s,0.25,70.84
65045,0h26min29s,0.27,68.71
65743,0h26min47s,0.25,64.02
66498,0h27min6s,0.27,70.8
67080,0h27min22s,0.24,67.1
67505,0h27min35s,0.21,60.35
67990,0h27min50s,0.19,58.51
68645,0h28min9s,0.2,58.86
69031,0h28min21s,0.19,51.63
69720,0h28min40s,0.19,53.73
70123,0h28min52s,0.21,53.29
70769,0h29min10s,0.21,55.24
71555,0h29min31s,0.2,57.57
72138,0h29min48s,0.21,61.92
72726,0h30min3s,0.22,59.43
73429,0h30min23s,0.23,65.73
74161,0h30min43s,0.23,67.49
75060,0h31min6s,0.22,70.69
75553,0h31min20s,0.21,67.1
76219,0h31min38s,0.19,68.88
76835,0h31min53s,0.2,68.75
77705,0h32min17s,0.17,71.45
78339,0h32min36s,0.16,64.51
79104,0h32min57s,0.16,70.96
79705,0h33min13s,0.17,68.92
80518,0h33min35s,0.15,72.63
81461,0h34min2s,0.18,74.61
81990,0h34min17s,0.19,72.29
82590,0h34min32s,0.21,70.31
83428,0h34min57s,0.22,74.04
84159,0h35min18s,0.22,73.35
84855,0h35min38s,0.22,68.51
85622,0h35min58s,0.2,71.98
86224,0h36min17s,0.19,72.41
86816,0h36min34s,0.18,68.39
87507,0h36min54s,0.18,66.86
88478,0h37min19s,0.18,71.94
89176,0h37min39s,0.19,71.65
89876,0h38min1s,0.18,73.57
90643,0h38min21s,0.18,75.75
91406,0h38min41s,0.17,77.29
92054,0h39min2s,0.16,72.08
92721,0h39min21s,0.16,70.51
93451,0h39min43s,0.17,72.06
94158,0h40min2s,0.19,70.88
95087,0h40min28s,0.21,72.69
96123,0h40min54s,0.23,81.75
96952,0h41min16s,0.23,84.92
97754,0h41min36s,0.22,84.88
98454,0h41min55s,0.2,84.8
99248,0h42min16s,0.2,83.55
99936,0h42min34s,0.17,76.49
100970,0h43min0s,0.17,80.75
101834,0h43min23s,0.17,81.96
102783,0h43min47s,0.21,85.39
103457,0h44min6s,0.19,83.45
104273,0h44min28s,0.2,85.57
105059,0h44min47s,0.21,83.06
105757,0h45min7s,0.22,78.08
106356,0h45min22s,0.2,71.55
107079,0h45min41s,0.21,71.98
107734,0h46min0s,0.21,69.82
108506,0h46min21s,0.21,68.9
