n_steps,time,mean_reward
36,0h1min18s,0.46
151,0h2min20s,0.51
266,0h3min21s,0.54
423,0h4min28s,0.52
576,0h5min29s,0.55
925,0h6min35s,0.57
1304,0h7min35s,0.6
1608,0h8min36s,0.61
2289,0h9min36s,0.62
2806,0h10min43s,0.64
3246,0h11min46s,0.66
4072,0h12min46s,0.71
4866,0h13min47s,0.74
5488,0h14min47s,0.74
6716,0h15min49s,0.76
8263,0h16min49s,0.77
10281,0h17min50s,0.79
10964,0h18min52s,0.78
11174,0h19min52s,0.77
