Wall time,Step,Value
1736333230.80708,500,-71.67701721191406
1736333458.7717798,1000,-7.948495388031006
1736333610.300706,1500,-7.915562629699707
1736333691.384859,2000,-7.762272834777832
1736333780.0118022,2500,2.4512343406677246
1736333860.5466936,3000,2.612168550491333
1736333890.342754,3500,2.6675562858581543
1736333908.501959,4000,2.638660430908203
1736333914.7717652,4500,2.6851119995117188
1736333940.8027947,5000,2.7608563899993896
1736333954.9486094,5500,2.7764861583709717
1736333957.3008301,6000,2.7926933765411377
1736333967.497715,6500,2.787464141845703
1736333969.8196213,7000,2.7617738246917725
1736333972.1417298,7500,2.7726781368255615
1736333974.4504502,8000,2.805086135864258
1736333984.6496456,8500,2.8018946647644043
1736333986.975261,9000,2.8189566135406494
1736333989.2399058,9500,2.8175103664398193
1736333991.5636854,10000,2.8369405269622803
