Wall time,Step,Value
1736338670.9147344,500,-61.50660705566406
1736338904.3270383,1000,-37.89421844482422
1736339024.4877844,1500,-17.550168991088867
1736339089.6221206,2000,2.77268123626709
1736339126.4065452,2500,2.896070957183838
1736339168.516132,3000,2.909921884536743
1736339188.5506513,3500,3.0541718006134033
1736339207.3481278,4000,3.145850419998169
1736339221.2166414,4500,3.171567440032959
1736339229.6851468,5000,3.2016429901123047
1736339247.5667872,5500,3.217750072479248
1736339267.4466035,6000,3.216938018798828
1736339299.144855,6500,3.276665687561035
1736339303.0461044,7000,3.29561448097229
1736339359.9985504,7500,3.272437334060669
1736339368.6869712,8000,3.2754805088043213
1736339372.9699159,8500,3.287872314453125
1736339378.0228646,9000,3.3094937801361084
1736339397.456702,9500,3.3133535385131836
1736339403.4999034,10000,3.306004285812378
