n_steps,time,mean_reward,mean_length
500,0h0min13s,0.0,500.0
1000,0h0min26s,0.0,500.0
1500,0h0min49s,0.0,500.0
2000,0h1min13s,0.0,500.0
2500,0h1min39s,0.0,500.0
3000,0h2min5s,0.0,500.0
3500,0h2min31s,0.0,500.0
4000,0h2min56s,0.0,500.0
4500,0h3min23s,0.0,500.0
5000,0h3min49s,0.0,500.0
5500,0h4min15s,0.0,500.0
6000,0h4min41s,0.0,500.0
6500,0h5min7s,0.0,500.0
7000,0h5min33s,0.0,500.0
7500,0h6min0s,0.0,500.0
8000,0h6min25s,0.0,500.0
8500,0h6min51s,0.0,500.0
9000,0h7min17s,0.0,500.0
9500,0h7min42s,0.0,500.0
10000,0h8min8s,0.0,500.0
10500,0h8min33s,0.0,500.0
11000,0h8min59s,0.0,500.0
11500,0h9min25s,0.0,500.0
12000,0h9min51s,0.0,500.0
12500,0h10min17s,0.0,500.0
13000,0h10min43s,0.0,500.0
13500,0h11min9s,0.0,500.0
14000,0h11min35s,0.0,500.0
14500,0h12min0s,0.0,500.0
15000,0h12min26s,0.0,500.0
15500,0h12min52s,0.0,500.0
16000,0h13min19s,0.0,500.0
16500,0h13min45s,0.0,500.0
17000,0h14min11s,0.0,500.0
17500,0h14min38s,0.0,500.0
18000,0h15min3s,0.0,500.0
18500,0h15min29s,0.0,500.0
19000,0h15min55s,0.0,500.0
19500,0h16min21s,0.0,500.0
20000,0h16min47s,0.0,500.0
20500,0h17min14s,0.0,500.0
21000,0h17min39s,0.0,500.0
21500,0h18min6s,0.0,500.0
22000,0h18min32s,0.0,500.0
22500,0h18min58s,0.0,500.0
23000,0h19min25s,0.0,500.0
23500,0h19min51s,0.0,500.0
24000,0h20min18s,0.0,500.0
24500,0h20min44s,0.0,500.0
25000,0h21min10s,0.0,500.0
25500,0h21min36s,0.0,500.0
26000,0h22min3s,0.0,500.0
26500,0h22min29s,0.0,500.0
27000,0h22min56s,0.0,500.0
27500,0h23min22s,0.0,500.0
28000,0h23min49s,0.0,500.0
28500,0h24min15s,0.0,500.0
29000,0h24min41s,0.0,500.0
29500,0h25min7s,0.0,500.0
30000,0h25min34s,0.0,500.0
30500,0h26min1s,0.0,500.0
31000,0h26min27s,0.0,500.0
31500,0h26min54s,0.0,500.0
32000,0h27min21s,0.0,500.0
32500,0h27min47s,0.0,500.0
33000,0h28min14s,0.0,500.0
33500,0h28min40s,0.0,500.0
34000,0h29min7s,0.0,500.0
34500,0h29min33s,0.0,500.0
35000,0h30min0s,0.0,500.0
35500,0h30min27s,0.0,500.0
36000,0h30min54s,0.0,500.0
36500,0h31min20s,0.0,500.0
37000,0h31min47s,0.0,500.0
37500,0h32min14s,0.0,500.0
38000,0h32min41s,0.0,500.0
38500,0h33min8s,0.0,500.0
39000,0h33min34s,0.0,500.0
39500,0h34min1s,0.0,500.0
40000,0h34min28s,0.0,500.0
40500,0h34min55s,0.0,500.0
41000,0h35min22s,0.0,500.0
41500,0h35min49s,0.0,500.0
42000,0h36min15s,0.0,500.0
42500,0h36min42s,0.0,500.0
43000,0h37min9s,0.0,500.0
43500,0h37min37s,0.0,500.0
44000,0h38min3s,0.0,500.0
44500,0h38min30s,0.0,500.0
45000,0h38min58s,0.0,500.0
45500,0h39min25s,0.0,500.0
46000,0h39min52s,0.0,500.0
46500,0h40min19s,0.0,500.0
47000,0h40min46s,0.0,500.0
47500,0h41min13s,0.0,500.0
48000,0h41min40s,0.0,500.0
48500,0h42min7s,0.0,500.0
49000,0h42min35s,0.0,500.0
49500,0h43min2s,0.0,500.0
50000,0h43min30s,0.0,500.0
50500,0h43min58s,0.0,500.0
51000,0h44min26s,0.0,500.0
51500,0h44min53s,0.0,500.0
52000,0h45min20s,0.0,500.0
52500,0h45min48s,0.0,500.0
53000,0h46min15s,0.0,500.0
53500,0h46min43s,0.0,500.0
54000,0h47min11s,0.0,500.0
54500,0h47min39s,0.0,500.0
55000,0h48min6s,0.0,500.0
55500,0h48min34s,0.0,500.0
56000,0h49min3s,0.0,500.0
56500,0h49min31s,0.0,500.0
57000,0h49min59s,0.0,500.0
57500,0h50min27s,0.0,500.0
58000,0h50min56s,0.0,500.0
58500,0h51min24s,0.0,500.0
59000,0h51min52s,0.0,500.0
59500,0h52min21s,0.0,500.0
60000,0h52min50s,0.0,500.0
60500,0h53min19s,0.0,500.0
61000,0h53min48s,0.0,500.0
61500,0h54min16s,0.0,500.0
62000,0h54min45s,0.0,500.0
62500,0h55min13s,0.0,500.0
63000,0h55min43s,0.0,500.0
63500,0h56min12s,0.0,500.0
64000,0h56min41s,0.0,500.0
64500,0h57min10s,0.0,500.0
65000,0h57min39s,0.0,500.0
65500,0h58min8s,0.0,500.0
66000,0h58min37s,0.0,500.0
66500,0h59min7s,0.0,500.0
67000,0h59min36s,0.0,500.0
67500,1h0min5s,0.0,500.0
68000,1h0min34s,0.0,500.0
68500,1h1min3s,0.0,500.0
69000,1h1min32s,0.0,500.0
69500,1h2min1s,0.0,500.0
70000,1h2min31s,0.0,500.0
70500,1h3min0s,0.0,500.0
71000,1h3min30s,0.0,500.0
71500,1h3min59s,0.0,500.0
72000,1h4min28s,0.0,500.0
72500,1h4min58s,0.0,500.0
73000,1h5min27s,0.0,500.0
73500,1h5min56s,0.0,500.0
74000,1h6min26s,0.0,500.0
74500,1h6min55s,0.0,500.0
75000,1h7min24s,0.0,500.0
75500,1h7min53s,0.0,500.0
76000,1h8min24s,0.0,500.0
76500,1h8min53s,0.0,500.0
77000,1h9min22s,0.0,500.0
77500,1h9min51s,0.0,500.0
78000,1h10min21s,0.0,500.0
78500,1h10min50s,0.0,500.0
79000,1h11min19s,0.0,500.0
79500,1h11min49s,0.0,500.0
80000,1h12min18s,0.0,500.0
80500,1h12min48s,0.0,500.0
81000,1h13min18s,0.0,500.0
81500,1h13min47s,0.0,500.0
82000,1h14min17s,0.0,500.0
82500,1h14min47s,0.0,500.0
83000,1h15min18s,0.0,500.0
83500,1h15min47s,0.0,500.0
84000,1h16min17s,0.0,500.0
84500,1h16min47s,0.0,500.0
85000,1h17min18s,0.0,500.0
85500,1h17min47s,0.0,500.0
86000,1h18min17s,0.0,500.0
86500,1h18min46s,0.0,500.0
87000,1h19min16s,0.0,500.0
87500,1h19min46s,0.0,500.0
88000,1h20min15s,0.0,500.0
88500,1h20min45s,0.0,500.0
89000,1h21min15s,0.0,500.0
89500,1h21min45s,0.0,500.0
90000,1h22min14s,0.0,500.0
90500,1h22min44s,0.0,500.0
91000,1h23min14s,0.0,500.0
91500,1h23min44s,0.0,500.0
92000,1h24min13s,0.0,500.0
92500,1h24min43s,0.0,500.0
93000,1h25min13s,0.0,500.0
93500,1h25min42s,0.0,500.0
94000,1h26min12s,0.0,500.0
94500,1h26min41s,0.0,500.0
95000,1h27min10s,0.0,500.0
95500,1h27min38s,0.0,500.0
96000,1h28min8s,0.0,500.0
96500,1h28min38s,0.0,500.0
97000,1h29min7s,0.0,500.0
97500,1h29min36s,0.0,500.0
98000,1h30min6s,0.0,500.0
98500,1h30min36s,0.0,500.0
99000,1h31min5s,0.0,500.0
99500,1h31min35s,0.0,500.0
100000,1h32min5s,0.0,500.0
100500,1h32min34s,0.0,500.0
101000,1h33min5s,0.0,500.0
101500,1h33min35s,0.0,500.0
102000,1h34min5s,0.0,500.0
102500,1h34min35s,0.0,500.0
103000,1h35min4s,0.0,500.0
103500,1h35min34s,0.0,500.0
104000,1h36min3s,0.0,500.0
104500,1h36min33s,0.0,500.0
105000,1h37min4s,0.0,500.0
105500,1h37min33s,0.0,500.0
106000,1h38min3s,0.0,500.0
106500,1h38min34s,0.0,500.0
107000,1h39min4s,0.0,500.0
107500,1h39min33s,0.0,500.0
108000,1h40min4s,0.0,500.0
108500,1h40min33s,0.0,500.0
109000,1h41min3s,0.0,500.0
109500,1h41min32s,0.0,500.0
110000,1h42min2s,0.0,500.0
110500,1h42min32s,0.0,500.0
111000,1h43min2s,0.0,500.0
111500,1h43min32s,0.0,500.0
112000,1h44min2s,0.0,500.0
112500,1h44min30s,0.0,500.0
113000,1h45min0s,0.0,500.0
113500,1h45min30s,0.0,500.0
114000,1h45min59s,0.0,500.0
114500,1h46min28s,0.0,500.0
115000,1h46min58s,0.0,500.0
115500,1h47min28s,0.0,500.0
116000,1h47min59s,0.0,500.0
116500,1h48min28s,0.0,500.0
117000,1h48min59s,0.0,500.0
117500,1h49min28s,0.0,500.0
118000,1h49min57s,0.0,500.0
118500,1h50min27s,0.0,500.0
119000,1h50min58s,0.0,500.0
119500,1h51min29s,0.0,500.0
120000,1h51min57s,0.0,500.0
120500,1h52min27s,0.0,500.0
121000,1h52min57s,0.0,500.0
121500,1h53min26s,0.0,500.0
122000,1h53min56s,0.0,500.0
122500,1h54min25s,0.0,500.0
123000,1h54min56s,0.0,500.0
123500,1h55min25s,0.0,500.0
124000,1h55min55s,0.0,500.0
124500,1h56min24s,0.0,500.0
125000,1h56min52s,0.0,500.0
125500,1h57min21s,0.0,500.0
126000,1h57min51s,0.0,500.0
126500,1h58min19s,0.0,500.0
127000,1h58min49s,0.0,500.0
127500,1h59min19s,0.0,500.0
128000,1h59min49s,0.0,500.0
128500,2h0min20s,0.0,500.0
129000,2h0min48s,0.0,500.0
129500,2h1min18s,0.0,500.0
130000,2h1min47s,0.0,500.0
130500,2h2min17s,0.0,500.0
131000,2h2min47s,0.0,500.0
131500,2h3min16s,0.0,500.0
132000,2h3min46s,0.0,500.0
132500,2h4min17s,0.0,500.0
133000,2h4min47s,0.0,500.0
133500,2h5min17s,0.0,500.0
134000,2h5min47s,0.0,500.0
134500,2h6min17s,0.0,500.0
135000,2h6min46s,0.0,500.0
135500,2h7min16s,0.0,500.0
136000,2h7min45s,0.0,500.0
136500,2h8min14s,0.0,500.0
137000,2h8min43s,0.0,500.0
137500,2h9min12s,0.0,500.0
138000,2h9min42s,0.0,500.0
138500,2h10min12s,0.0,500.0
139000,2h10min41s,0.0,500.0
139500,2h11min10s,0.0,500.0
140000,2h11min41s,0.0,500.0
140500,2h12min11s,0.0,500.0
141000,2h12min42s,0.0,500.0
141500,2h13min12s,0.0,500.0
142000,2h13min41s,0.0,500.0
142500,2h14min10s,0.0,500.0
143000,2h14min39s,0.0,500.0
143500,2h15min9s,0.0,500.0
144000,2h15min39s,0.0,500.0
144500,2h16min8s,0.0,500.0
145000,2h16min37s,0.0,500.0
145500,2h17min7s,0.0,500.0
146000,2h17min36s,0.0,500.0
146500,2h18min6s,0.0,500.0
147000,2h18min36s,0.0,500.0
147500,2h19min7s,0.0,500.0
148000,2h19min37s,0.0,500.0
148500,2h20min7s,0.0,500.0
149000,2h20min35s,0.0,500.0
149500,2h21min5s,0.0,500.0
150000,2h21min35s,0.0,500.0
150500,2h22min5s,0.0,500.0
151000,2h22min33s,0.0,500.0
151500,2h23min3s,0.0,500.0
152000,2h23min33s,0.0,500.0
152500,2h24min3s,0.0,500.0
153000,2h24min33s,0.0,500.0
153500,2h25min3s,0.0,500.0
154000,2h25min34s,0.0,500.0
154500,2h26min4s,0.0,500.0
155000,2h26min34s,0.0,500.0
155500,2h27min3s,0.0,500.0
156000,2h27min33s,0.0,500.0
156500,2h28min4s,0.0,500.0
157000,2h28min34s,0.0,500.0
157500,2h29min4s,0.0,500.0
158000,2h29min33s,0.0,500.0
158500,2h30min2s,0.0,500.0
159000,2h30min31s,0.0,500.0
159500,2h31min1s,0.0,500.0
160000,2h31min31s,0.0,500.0
160500,2h32min1s,0.0,500.0
161000,2h32min30s,0.0,500.0
161500,2h33min1s,0.0,500.0
162000,2h33min31s,0.0,500.0
162500,2h34min2s,0.0,500.0
163000,2h34min32s,0.0,500.0
163500,2h35min2s,0.0,500.0
164000,2h35min32s,0.0,500.0
164500,2h36min2s,0.0,500.0
165000,2h36min32s,0.0,500.0
165500,2h37min0s,0.0,500.0
166000,2h37min31s,0.0,500.0
166500,2h38min0s,0.0,500.0
167000,2h38min30s,0.0,500.0
167500,2h38min59s,0.0,500.0
168000,2h39min28s,0.0,500.0
168500,2h39min59s,0.0,500.0
169000,2h40min29s,0.0,500.0
169500,2h40min59s,0.0,500.0
170000,2h41min30s,0.0,500.0
170500,2h41min58s,0.0,500.0
171000,2h42min28s,0.0,500.0
171500,2h42min57s,0.0,500.0
172000,2h43min28s,0.0,500.0
