Wall time,Step,Value
1736329953.590763,500,-217.0782928466797
1736330199.1874177,1000,-38.20488357543945
1736330234.4114606,1500,-8.033771514892578
1736330254.8981555,2000,2.021188259124756
1736330275.346783,2500,2.044710636138916
1736330283.03569,3000,2.0489678382873535
1736330286.2559779,3500,-7.930989742279053
1736330289.7845955,4000,2.105526924133301
1736330296.2224655,4500,2.0936050415039062
1736330300.6069725,5000,2.109476089477539
1736330304.9727,5500,2.114461898803711
1736330317.1088502,6000,2.1302781105041504
1736330323.0389137,6500,2.1381940841674805
1736330344.455254,7000,2.127678394317627
1736330370.62662,7500,2.1288444995880127
1736330393.55751,8000,2.1493239402770996
1736330424.4585261,8500,2.1481990814208984
1736330443.3237915,9000,2.1473920345306396
1736330464.591807,9500,2.1533071994781494
1736330486.0977964,10000,2.140470027923584
