Wall time,Step,Value
1736329860.9270577,500,-186.8775177001953
1736330112.9815452,1000,-28.252525329589844
1736330261.4598737,1500,-8.090179443359375
1736330320.901074,2000,-18.06522560119629
1736330342.0730493,2500,-8.014482498168945
1736330369.232737,3000,2.0523343086242676
1736330392.782561,3500,-7.925558567047119
1736330423.8048098,4000,2.1031668186187744
1736330444.3127952,4500,2.1146697998046875
1736330466.6704469,5000,2.11899471282959
1736330486.8670619,5500,2.1301517486572266
1736330491.3920524,6000,2.123765707015991
1736330494.678579,6500,2.121121406555176
1736330512.6115613,7000,2.135321617126465
1736330515.9789464,7500,2.139132022857666
1736330522.8296182,8000,2.131781816482544
1736330526.5740016,8500,2.131288766860962
1736330531.1150723,9000,2.1374659538269043
1736330535.7266817,9500,2.142549753189087
1736330548.8857644,10000,2.153047800064087
