Wall time,Step,Value
1736327596.7945828,500,-296.7340087890625
1736327822.4186993,1000,-68.30536651611328
1736327916.7218661,1500,-8.06843376159668
1736327932.4443183,2000,-8.027114868164062
1736327943.9558737,2500,2.032235860824585
1736327951.4474165,3000,2.066990852355957
1736327954.7213511,3500,2.084113597869873
1736327957.9525,4000,2.086991786956787
1736327961.1963081,4500,2.08648943901062
1736327964.4754708,5000,2.0953369140625
1736327967.7118065,5500,2.116924285888672
1736327971.0848455,6000,2.1352663040161133
1736327974.4629295,6500,2.142282247543335
1736327977.7118878,7000,2.133080005645752
1736327980.9376998,7500,2.1293787956237793
1736327984.1903107,8000,2.1378166675567627
1736327987.4485703,8500,2.1489808559417725
1736327990.711003,9000,2.1429479122161865
1736327994.0026221,9500,2.147413969039917
1736328001.3704047,10000,2.135633707046509
