Wall time,Step,Value
1736329978.4562593,500,-294.7339782714844
1736330264.6572435,1000,-38.309207916259766
1736330496.5646374,1500,-8.117629051208496
1736330509.643291,2000,-8.05097484588623
1736330543.2548952,2500,2.0102412700653076
1736330566.9675198,3000,2.0421881675720215
1736330570.2314935,3500,2.050704002380371
1736330577.531736,4000,2.0703651905059814
1736330580.8008363,4500,2.0968401432037354
1736330584.0440736,5000,2.1242611408233643
1736330587.2644832,5500,2.1160430908203125
1736330590.5120468,6000,2.108332872390747
1736330593.8136494,6500,2.1335248947143555
1736330597.118022,7000,2.1383893489837646
1736330600.2927532,7500,2.1331117153167725
1736330603.5431404,8000,2.1283912658691406
1736330606.831359,8500,2.1441731452941895
1736330610.1243994,9000,2.138960838317871
1736330613.4044712,9500,2.1491801738739014
1736330616.6923468,10000,2.1524364948272705
